fecha,id_producto,nombre_producto,categoria,cantidad_vendida,precio_venta,costo_unitario,total_venta
2024-10-22,P012,Cerveza Cristal 650ml,Bebidas,6.0,5.0,3.5,30.0
2024-10-22,P019,Detergente Ariel 500g,Limpieza,6.0,8.5,6.2,51.0
2024-10-22,P018,Chifles 50g,Snacks,2.0,1.5,0.9,3.0
2024-10-22,P007,Queso Fresco 250g,Lacteos,4.0,5.0,3.6,20.0
2024-10-22,P010,Inca Kola 1.5L,Bebidas,24.0,5.5,3.8,132.0
2024-10-22,P014,Galletas Oreo 12u,Snacks,8.0,2.5,1.7,20.0
2024-10-23,P013,Energizante Volt 473ml,Bebidas,3.0,3.5,2.4,10.5
2024-10-23,P021,Jabon Bolivar 230g,Limpieza,3.0,2.5,1.6,7.5
2024-10-23,P012,Cerveza Cristal 650ml,Bebidas,6.0,5.0,3.5,30.0
2024-10-23,P008,Mantequilla Laive 100g,Lacteos,2.0,4.2,3.0,8.4
2024-10-23,P004,Fideos Don Vittorio 500g,Alimentos,11.0,2.8,1.9,30.8
2024-10-23,P009,Coca Cola 500ml,Bebidas,16.0,2.5,1.6,40.0
2024-10-23,P023,Jabon Dove 90g,Higiene,7.0,3.5,2.4,24.5
2024-10-23,P022,Shampoo Pantene 400ml,Higiene,2.0,14.0,10.0,28.0
2024-10-23,P006,Yogurt Laive 1L,Lacteos,7.0,7.5,5.5,52.5
2024-10-23,P019,Detergente Ariel 500g,Limpieza,5.0,8.5,6.2,42.5
2024-10-23,P001,Arroz Costeno 1kg,Alimentos,15.0,3.5,2.5,52.5
2024-10-23,P017,Galletas Casino 6u,Snacks,4.0,1.8,1.1,7.2
2024-10-23,P005,Leche Gloria 400g,Lacteos,9.0,4.5,3.2,40.5
2024-10-23,P011,Agua San Luis 625ml,Bebidas,14.0,1.5,0.9,21.0
2024-10-23,P002,Aceite Primor 1L,Alimentos,8.0,8.0,6.0,64.0
2024-10-23,P018,Chifles 50g,Snacks,2.0,1.5,0.9,3.0
2024-10-23,P015,Papas Lays 42g,Snacks,22.0,2.0,1.3,44.0
2024-10-24,P007,Queso Fresco 250g,Lacteos,2.0,5.0,3.6,10.0
2024-10-24,P024,Papel Higienico Elite 4u,Higiene,12.0,5.5,3.8,66.0
2024-10-24,P006,Yogurt Laive 1L,Lacteos,9.0,7.5,5.5,67.5
2024-10-24,P013,Energizante Volt 473ml,Bebidas,2.0,3.5,2.4,7.0
2024-10-24,P018,Chifles 50g,Snacks,1.0,1.5,0.9,1.5
2024-10-24,P009,Coca Cola 500ml,Bebidas,15.0,2.5,1.6,37.5
2024-10-24,P011,Agua San Luis 625ml,Bebidas,19.0,1.5,0.9,28.5
2024-10-24,P010,Inca Kola 1.5L,Bebidas,17.0,5.5,3.8,93.5
2024-10-24,P020,Lejia Clorox 1L,Limpieza,3.0,4.0,2.8,12.0
2024-10-24,P002,Aceite Primor 1L,Alimentos,4.0,8.0,6.0,32.0
2024-10-24,P019,Detergente Ariel 500g,Limpieza,5.0,8.5,6.2,42.5
2024-10-24,P021,Jabon Bolivar 230g,Limpieza,1.0,2.5,1.6,2.5
2024-10-24,P003,Azucar Rubia 1kg,Alimentos,18.0,3.2,2.3,57.6
2024-10-24,P025,Pasta Dental Colgate 75ml,Higiene,8.0,4.5,3.1,36.0
2024-10-24,P004,Fideos Don Vittorio 500g,Alimentos,20.0,2.8,1.9,56.0
2024-10-25,P012,Cerveza Cristal 650ml,Bebidas,10.0,5.0,3.5,50.0
2024-10-25,P018,Chifles 50g,Snacks,1.0,1.5,0.9,1.5
2024-10-25,P020,Lejia Clorox 1L,Limpieza,4.0,4.0,2.8,16.0
2024-10-25,P024,Papel Higienico Elite 4u,Higiene,18.0,5.5,3.8,99.0
2024-10-25,P017,Galletas Casino 6u,Snacks,2.0,1.8,1.1,3.6
2024-10-25,P008,Mantequilla Laive 100g,Lacteos,3.0,4.2,3.0,12.6
2024-10-25,P019,Detergente Ariel 500g,Limpieza,6.0,8.5,6.2,51.0
2024-10-25,P016,Chocolate Sublime,Snacks,4.0,1.5,0.9,6.0
2024-10-25,P003,Azucar Rubia 1kg,Alimentos,10.0,3.2,2.3,32.0
2024-10-25,P007,Queso Fresco 250g,Lacteos,3.0,5.0,3.6,15.0
2024-10-25,P025,Pasta Dental Colgate 75ml,Higiene,3.0,4.5,3.1,13.5
2024-10-25,P022,Shampoo Pantene 400ml,Higiene,2.0,14.0,10.0,28.0
2024-10-25,P002,Aceite Primor 1L,Alimentos,7.0,8.0,6.0,56.0
2024-10-25,P021,Jabon Bolivar 230g,Limpieza,2.0,2.5,1.6,5.0
2024-10-26,P020,Lejia Clorox 1L,Limpieza,3.0,4.0,2.8,12.0
2024-10-26,P012,Cerveza Cristal 650ml,Bebidas,9.0,5.0,3.5,45.0
2024-10-26,P019,Detergente Ariel 500g,Limpieza,10.0,8.5,6.2,85.0
2024-10-26,P009,Coca Cola 500ml,Bebidas,27.0,2.5,1.6,67.5
2024-10-26,P004,Fideos Don Vittorio 500g,Alimentos,23.0,2.8,1.9,64.4
2024-10-26,P013,Energizante Volt 473ml,Bebidas,2.0,3.5,2.4,7.0
2024-10-26,P014,Galletas Oreo 12u,Snacks,32.0,2.5,1.7,80.0
2024-10-26,P007,Queso Fresco 250g,Lacteos,5.0,5.0,3.6,25.0
2024-10-26,P002,Aceite Primor 1L,Alimentos,3.0,8.0,6.0,24.0
2024-10-26,P025,Pasta Dental Colgate 75ml,Higiene,3.0,4.5,3.1,13.5
2024-10-26,P001,Arroz Costeno 1kg,Alimentos,20.0,3.5,2.5,70.0
2024-10-27,P002,Aceite Primor 1L,Alimentos,6.0,8.0,6.0,48.0
2024-10-27,P008,Mantequilla Laive 100g,Lacteos,1.0,4.2,3.0,4.2
2024-10-27,P021,Jabon Bolivar 230g,Limpieza,2.0,2.5,1.6,5.0
2024-10-27,P001,Arroz Costeno 1kg,Alimentos,14.0,3.5,2.5,49.0
2024-10-27,P004,Fideos Don Vittorio 500g,Alimentos,22.0,2.8,1.9,61.6
2024-10-27,P020,Lejia Clorox 1L,Limpieza,10.0,4.0,2.8,40.0
2024-10-27,P003,Azucar Rubia 1kg,Alimentos,23.0,3.2,2.3,73.6
2024-10-27,P019,Detergente Ariel 500g,Limpieza,13.0,8.5,6.2,110.5
2024-10-27,P010,Inca Kola 1.5L,Bebidas,31.0,5.5,3.8,170.5
2024-10-27,P013,Energizante Volt 473ml,Bebidas,5.0,3.5,2.4,17.5
2024-10-27,P025,Pasta Dental Colgate 75ml,Higiene,11.0,4.5,3.1,49.5
2024-10-27,P018,Chifles 50g,Snacks,5.0,1.5,0.9,7.5
2024-10-27,P007,Queso Fresco 250g,Lacteos,1.0,5.0,3.6,5.0
2024-10-27,P011,Agua San Luis 625ml,Bebidas,26.0,1.5,0.9,39.0
2024-10-27,P014,Galletas Oreo 12u,Snacks,29.0,2.5,1.7,72.5
2024-10-27,P015,Papas Lays 42g,Snacks,29.0,2.0,1.3,58.0
2024-10-27,P017,Galletas Casino 6u,Snacks,3.0,1.8,1.1,5.4
2024-10-28,P021,Jabon Bolivar 230g,Limpieza,3.0,2.5,1.6,7.5
2024-10-28,P014,Galletas Oreo 12u,Snacks,27.0,2.5,1.7,67.5
2024-10-28,P002,Aceite Primor 1L,Alimentos,6.0,8.0,6.0,48.0
2024-10-28,P020,Lejia Clorox 1L,Limpieza,8.0,4.0,2.8,32.0
2024-10-28,P010,Inca Kola 1.5L,Bebidas,19.0,5.5,3.8,104.5
2024-10-28,P007,Queso Fresco 250g,Lacteos,2.0,5.0,3.6,10.0
2024-10-28,P012,Cerveza Cristal 650ml,Bebidas,9.0,5.0,3.5,45.0
2024-10-28,P011,Agua San Luis 625ml,Bebidas,15.0,1.5,0.9,22.5
2024-10-28,P015,Papas Lays 42g,Snacks,27.0,2.0,1.3,54.0
2024-10-28,P018,Chifles 50g,Snacks,1.0,1.5,0.9,1.5
2024-10-28,P009,Coca Cola 500ml,Bebidas,20.0,2.5,1.6,50.0
2024-10-28,P017,Galletas Casino 6u,Snacks,4.0,1.8,1.1,7.2
2024-10-28,P005,Leche Gloria 400g,Lacteos,30.0,4.5,3.2,135.0
2024-10-28,P025,Pasta Dental Colgate 75ml,Higiene,12.0,4.5,3.1,54.0
2024-10-28,P023,Jabon Dove 90g,Higiene,8.0,3.5,2.4,28.0
2024-10-28,P008,Mantequilla Laive 100g,Lacteos,2.0,4.2,3.0,8.4
2024-10-28,P004,Fideos Don Vittorio 500g,Alimentos,25.0,2.8,1.9,70.0
2024-10-28,P001,Arroz Costeno 1kg,Alimentos,27.0,3.5,2.5,94.5
2024-10-28,P003,Azucar Rubia 1kg,Alimentos,28.0,3.2,2.3,89.6
2024-10-28,P022,Shampoo Pantene 400ml,Higiene,1.0,14.0,10.0,14.0
2024-10-29,P024,Papel Higienico Elite 4u,Higiene,18.0,5.5,3.8,99.0
2024-10-29,P001,Arroz Costeno 1kg,Alimentos,22.0,3.5,2.5,77.0
2024-10-29,P003,Azucar Rubia 1kg,Alimentos,20.0,3.2,2.3,64.0
2024-10-29,P017,Galletas Casino 6u,Snacks,1.0,1.8,1.1,1.8
2024-10-29,P012,Cerveza Cristal 650ml,Bebidas,12.0,5.0,3.5,60.0
2024-10-29,P008,Mantequilla Laive 100g,Lacteos,4.0,4.2,3.0,16.8
2024-10-29,P015,Papas Lays 42g,Snacks,27.0,2.0,1.3,54.0
2024-10-29,P025,Pasta Dental Colgate 75ml,Higiene,8.0,4.5,3.1,36.0
2024-10-29,P010,Inca Kola 1.5L,Bebidas,24.0,5.5,3.8,132.0
2024-10-29,P016,Chocolate Sublime,Snacks,8.0,1.5,0.9,12.0
2024-10-29,P005,Leche Gloria 400g,Lacteos,27.0,4.5,3.2,121.5
2024-10-29,P018,Chifles 50g,Snacks,2.0,1.5,0.9,3.0
2024-10-29,P002,Aceite Primor 1L,Alimentos,10.0,8.0,6.0,80.0
2024-10-29,P023,Jabon Dove 90g,Higiene,9.0,3.5,2.4,31.5
2024-10-29,P011,Agua San Luis 625ml,Bebidas,19.0,1.5,0.9,28.5
2024-10-30,P012,Cerveza Cristal 650ml,Bebidas,7.0,5.0,3.5,35.0
2024-10-30,P020,Lejia Clorox 1L,Limpieza,10.0,4.0,2.8,40.0
2024-10-30,P021,Jabon Bolivar 230g,Limpieza,4.0,2.5,1.6,10.0
2024-10-30,P004,Fideos Don Vittorio 500g,Alimentos,20.0,2.8,1.9,56.0
2024-10-30,P025,Pasta Dental Colgate 75ml,Higiene,3.0,4.5,3.1,13.5
2024-10-30,P002,Aceite Primor 1L,Alimentos,9.0,8.0,6.0,72.0
2024-10-30,P013,Energizante Volt 473ml,Bebidas,2.0,3.5,2.4,7.0
2024-10-30,P017,Galletas Casino 6u,Snacks,4.0,1.8,1.1,7.2
2024-10-30,P016,Chocolate Sublime,Snacks,12.0,1.5,0.9,18.0
2024-10-30,P005,Leche Gloria 400g,Lacteos,9.0,4.5,3.2,40.5
2024-10-31,P013,Energizante Volt 473ml,Bebidas,2.0,3.5,2.4,7.0
2024-10-31,P012,Cerveza Cristal 650ml,Bebidas,7.0,5.0,3.5,35.0
2024-10-31,P019,Detergente Ariel 500g,Limpieza,9.0,8.5,6.2,76.5
2024-10-31,P015,Papas Lays 42g,Snacks,22.0,2.0,1.3,44.0
2024-10-31,P008,Mantequilla Laive 100g,Lacteos,1.0,4.2,3.0,4.2
2024-10-31,P003,Azucar Rubia 1kg,Alimentos,18.0,3.2,2.3,57.6
2024-10-31,P016,Chocolate Sublime,Snacks,10.0,1.5,0.9,15.0
2024-10-31,P007,Queso Fresco 250g,Lacteos,3.0,5.0,3.6,15.0
2024-10-31,P014,Galletas Oreo 12u,Snacks,14.0,2.5,1.7,35.0
2024-10-31,P025,Pasta Dental Colgate 75ml,Higiene,8.0,4.5,3.1,36.0
2024-10-31,P018,Chifles 50g,Snacks,2.0,1.5,0.9,3.0
2024-10-31,P021,Jabon Bolivar 230g,Limpieza,4.0,2.5,1.6,10.0
2024-10-31,P022,Shampoo Pantene 400ml,Higiene,2.0,14.0,10.0,28.0
2024-10-31,P006,Yogurt Laive 1L,Lacteos,9.0,7.5,5.5,67.5
2024-10-31,P004,Fideos Don Vittorio 500g,Alimentos,16.0,2.8,1.9,44.8
2024-10-31,P005,Leche Gloria 400g,Lacteos,25.0,4.5,3.2,112.5
2024-10-31,P024,Papel Higienico Elite 4u,Higiene,19.0,5.5,3.8,104.5
2024-11-01,P021,Jabon Bolivar 230g,Limpieza,2.0,2.5,1.6,5.0
2024-11-01,P004,Fideos Don Vittorio 500g,Alimentos,8.0,2.8,1.9,22.4
2024-11-01,P010,Inca Kola 1.5L,Bebidas,10.0,5.5,3.8,55.0
2024-11-01,P022,Shampoo Pantene 400ml,Higiene,3.0,14.0,10.0,42.0
2024-11-01,P024,Papel Higienico Elite 4u,Higiene,20.0,5.5,3.8,110.0
2024-11-01,P008,Mantequilla Laive 100g,Lacteos,1.0,4.2,3.0,4.2
2024-11-01,P020,Lejia Clorox 1L,Limpieza,10.0,4.0,2.8,40.0
2024-11-01,P017,Galletas Casino 6u,Snacks,2.0,1.8,1.1,3.6
2024-11-01,P013,Energizante Volt 473ml,Bebidas,4.0,3.5,2.4,14.0
2024-11-01,P015,Papas Lays 42g,Snacks,9.0,2.0,1.3,18.0
2024-11-01,P023,Jabon Dove 90g,Higiene,6.0,3.5,2.4,21.0
2024-11-01,P006,Yogurt Laive 1L,Lacteos,7.0,7.5,5.5,52.5
2024-11-01,P016,Chocolate Sublime,Snacks,8.0,1.5,0.9,12.0
2024-11-01,P019,Detergente Ariel 500g,Limpieza,4.0,8.5,6.2,34.0
2024-11-01,P011,Agua San Luis 625ml,Bebidas,25.0,1.5,0.9,37.5
2024-11-01,P014,Galletas Oreo 12u,Snacks,18.0,2.5,1.7,45.0
2024-11-02,P014,Galletas Oreo 12u,Snacks,32.0,2.5,1.7,80.0
2024-11-02,P020,Lejia Clorox 1L,Limpieza,10.0,4.0,2.8,40.0
2024-11-02,P007,Queso Fresco 250g,Lacteos,5.0,5.0,3.6,25.0
2024-11-02,P002,Aceite Primor 1L,Alimentos,6.0,8.0,6.0,48.0
2024-11-02,P006,Yogurt Laive 1L,Lacteos,5.0,7.5,5.5,37.5
2024-11-02,P013,Energizante Volt 473ml,Bebidas,3.0,3.5,2.4,10.5
2024-11-02,P022,Shampoo Pantene 400ml,Higiene,5.0,14.0,10.0,70.0
2024-11-02,P019,Detergente Ariel 500g,Limpieza,9.0,8.5,6.2,76.5
2024-11-02,P004,Fideos Don Vittorio 500g,Alimentos,24.0,2.8,1.9,67.2
2024-11-03,P014,Galletas Oreo 12u,Snacks,31.0,2.5,1.7,77.5
2024-11-03,P019,Detergente Ariel 500g,Limpieza,11.0,8.5,6.2,93.5
2024-11-03,P005,Leche Gloria 400g,Lacteos,18.0,4.5,3.2,81.0
2024-11-03,P008,Mantequilla Laive 100g,Lacteos,3.0,4.2,3.0,12.6
2024-11-03,P021,Jabon Bolivar 230g,Limpieza,2.0,2.5,1.6,5.0
2024-11-03,P015,Papas Lays 42g,Snacks,29.0,2.0,1.3,58.0
2024-11-03,P023,Jabon Dove 90g,Higiene,10.0,3.5,2.4,35.0
2024-11-03,P004,Fideos Don Vittorio 500g,Alimentos,20.0,2.8,1.9,56.0
2024-11-03,P010,Inca Kola 1.5L,Bebidas,10.0,5.5,3.8,55.0
2024-11-03,P020,Lejia Clorox 1L,Limpieza,10.0,4.0,2.8,40.0
2024-11-03,P013,Energizante Volt 473ml,Bebidas,3.0,3.5,2.4,10.5
2024-11-03,P017,Galletas Casino 6u,Snacks,2.0,1.8,1.1,3.6
2024-11-03,P012,Cerveza Cristal 650ml,Bebidas,5.0,5.0,3.5,25.0
2024-11-03,P007,Queso Fresco 250g,Lacteos,3.0,5.0,3.6,15.0
2024-11-03,P016,Chocolate Sublime,Snacks,10.0,1.5,0.9,15.0
2024-11-03,P022,Shampoo Pantene 400ml,Higiene,5.0,14.0,10.0,70.0
2024-11-03,P011,Agua San Luis 625ml,Bebidas,11.0,1.5,0.9,16.5
2024-11-03,P024,Papel Higienico Elite 4u,Higiene,10.0,5.5,3.8,55.0
2024-11-04,P016,Chocolate Sublime,Snacks,6.0,1.5,0.9,9.0
2024-11-04,P025,Pasta Dental Colgate 75ml,Higiene,10.0,4.5,3.1,45.0
2024-11-04,P018,Chifles 50g,Snacks,3.0,1.5,0.9,4.5
2024-11-04,P021,Jabon Bolivar 230g,Limpieza,4.0,2.5,1.6,10.0
2024-11-04,P024,Papel Higienico Elite 4u,Higiene,10.0,5.5,3.8,55.0
2024-11-04,P006,Yogurt Laive 1L,Lacteos,3.0,7.5,5.5,22.5
2024-11-04,P001,Arroz Costeno 1kg,Alimentos,20.0,3.5,2.5,70.0
2024-11-04,P013,Energizante Volt 473ml,Bebidas,2.0,3.5,2.4,7.0
2024-11-04,P012,Cerveza Cristal 650ml,Bebidas,7.0,5.0,3.5,35.0
2024-11-04,P003,Azucar Rubia 1kg,Alimentos,17.0,3.2,2.3,54.4
2024-11-04,P009,Coca Cola 500ml,Bebidas,22.0,2.5,1.6,55.0
2024-11-04,P002,Aceite Primor 1L,Alimentos,5.0,8.0,6.0,40.0
2024-11-04,P007,Queso Fresco 250g,Lacteos,4.0,5.0,3.6,20.0
2024-11-05,P016,Chocolate Sublime,Snacks,7.0,1.5,0.9,10.5
2024-11-05,P014,Galletas Oreo 12u,Snacks,24.0,2.5,1.7,60.0
2024-11-05,P023,Jabon Dove 90g,Higiene,6.0,3.5,2.4,21.0
2024-11-05,P017,Galletas Casino 6u,Snacks,3.0,1.8,1.1,5.4
2024-11-05,P024,Papel Higienico Elite 4u,Higiene,14.0,5.5,3.8,77.0
2024-11-05,P011,Agua San Luis 625ml,Bebidas,23.0,1.5,0.9,34.5
2024-11-05,P015,Papas Lays 42g,Snacks,25.0,2.0,1.3,50.0
2024-11-05,P007,Queso Fresco 250g,Lacteos,4.0,5.0,3.6,20.0
2024-11-05,P025,Pasta Dental Colgate 75ml,Higiene,5.0,4.5,3.1,22.5
2024-11-05,P012,Cerveza Cristal 650ml,Bebidas,5.0,5.0,3.5,25.0
2024-11-06,P014,Galletas Oreo 12u,Snacks,16.0,2.5,1.7,40.0
2024-11-06,P001,Arroz Costeno 1kg,Alimentos,24.0,3.5,2.5,84.0
2024-11-06,P004,Fideos Don Vittorio 500g,Alimentos,8.0,2.8,1.9,22.4
2024-11-06,P021,Jabon Bolivar 230g,Limpieza,4.0,2.5,1.6,10.0
2024-11-06,P012,Cerveza Cristal 650ml,Bebidas,7.0,5.0,3.5,35.0
2024-11-06,P003,Azucar Rubia 1kg,Alimentos,24.0,3.2,2.3,76.8
2024-11-06,P019,Detergente Ariel 500g,Limpieza,6.0,8.5,6.2,51.0
2024-11-06,P016,Chocolate Sublime,Snacks,7.0,1.5,0.9,10.5
2024-11-06,P002,Aceite Primor 1L,Alimentos,3.0,8.0,6.0,24.0
2024-11-07,P004,Fideos Don Vittorio 500g,Alimentos,25.0,2.8,1.9,70.0
2024-11-07,P006,Yogurt Laive 1L,Lacteos,8.0,7.5,5.5,60.0
2024-11-07,P008,Mantequilla Laive 100g,Lacteos,3.0,4.2,3.0,12.6
2024-11-07,P015,Papas Lays 42g,Snacks,15.0,2.0,1.3,30.0
2024-11-07,P022,Shampoo Pantene 400ml,Higiene,3.0,14.0,10.0,42.0
2024-11-07,P003,Azucar Rubia 1kg,Alimentos,20.0,3.2,2.3,64.0
2024-11-07,P007,Queso Fresco 250g,Lacteos,3.0,5.0,3.6,15.0
2024-11-07,P016,Chocolate Sublime,Snacks,6.0,1.5,0.9,9.0
2024-11-07,P002,Aceite Primor 1L,Alimentos,7.0,8.0,6.0,56.0
2024-11-07,P023,Jabon Dove 90g,Higiene,10.0,3.5,2.4,35.0
2024-11-07,P009,Coca Cola 500ml,Bebidas,13.0,2.5,1.6,32.5
2024-11-07,P017,Galletas Casino 6u,Snacks,4.0,1.8,1.1,7.2
2024-11-07,P020,Lejia Clorox 1L,Limpieza,3.0,4.0,2.8,12.0
2024-11-07,P024,Papel Higienico Elite 4u,Higiene,9.0,5.5,3.8,49.5
2024-11-07,P011,Agua San Luis 625ml,Bebidas,8.0,1.5,0.9,12.0
2024-11-07,P025,Pasta Dental Colgate 75ml,Higiene,10.0,4.5,3.1,45.0
2024-11-08,P014,Galletas Oreo 12u,Snacks,14.0,2.5,1.7,35.0
2024-11-08,P020,Lejia Clorox 1L,Limpieza,8.0,4.0,2.8,32.0
2024-11-08,P009,Coca Cola 500ml,Bebidas,16.0,2.5,1.6,40.0
2024-11-08,P012,Cerveza Cristal 650ml,Bebidas,7.0,5.0,3.5,35.0
2024-11-08,P004,Fideos Don Vittorio 500g,Alimentos,20.0,2.8,1.9,56.0
2024-11-08,P017,Galletas Casino 6u,Snacks,3.0,1.8,1.1,5.4
2024-11-08,P003,Azucar Rubia 1kg,Alimentos,18.0,3.2,2.3,57.6
2024-11-08,P024,Papel Higienico Elite 4u,Higiene,10.0,5.5,3.8,55.0
2024-11-08,P022,Shampoo Pantene 400ml,Higiene,4.0,14.0,10.0,56.0
2024-11-08,P021,Jabon Bolivar 230g,Limpieza,1.0,2.5,1.6,2.5
2024-11-08,P011,Agua San Luis 625ml,Bebidas,16.0,1.5,0.9,24.0
2024-11-08,P023,Jabon Dove 90g,Higiene,6.0,3.5,2.4,21.0
2024-11-08,P008,Mantequilla Laive 100g,Lacteos,1.0,4.2,3.0,4.2
2024-11-09,P019,Detergente Ariel 500g,Limpieza,6.0,8.5,6.2,51.0
2024-11-09,P010,Inca Kola 1.5L,Bebidas,23.0,5.5,3.8,126.5
2024-11-09,P011,Agua San Luis 625ml,Bebidas,14.0,1.5,0.9,21.0
2024-11-09,P020,Lejia Clorox 1L,Limpieza,11.0,4.0,2.8,44.0
2024-11-09,P015,Papas Lays 42g,Snacks,24.0,2.0,1.3,48.0
2024-11-09,P024,Papel Higienico Elite 4u,Higiene,29.0,5.5,3.8,159.5
2024-11-09,P005,Leche Gloria 400g,Lacteos,18.0,4.5,3.2,81.0
2024-11-09,P023,Jabon Dove 90g,Higiene,6.0,3.5,2.4,21.0
2024-11-09,P017,Galletas Casino 6u,Snacks,5.0,1.8,1.1,9.0
2024-11-09,P022,Shampoo Pantene 400ml,Higiene,2.0,14.0,10.0,28.0
2024-11-10,P001,Arroz Costeno 1kg,Alimentos,23.0,3.5,2.5,80.5
2024-11-10,P004,Fideos Don Vittorio 500g,Alimentos,29.0,2.8,1.9,81.2
2024-11-10,P010,Inca Kola 1.5L,Bebidas,18.0,5.5,3.8,99.0
2024-11-10,P013,Energizante Volt 473ml,Bebidas,2.0,3.5,2.4,7.0
2024-11-10,P020,Lejia Clorox 1L,Limpieza,7.0,4.0,2.8,28.0
2024-11-10,P006,Yogurt Laive 1L,Lacteos,6.0,7.5,5.5,45.0
2024-11-10,P024,Papel Higienico Elite 4u,Higiene,18.0,5.5,3.8,99.0
2024-11-10,P014,Galletas Oreo 12u,Snacks,22.0,2.5,1.7,55.0
2024-11-10,P015,Papas Lays 42g,Snacks,29.0,2.0,1.3,58.0
2024-11-10,P009,Coca Cola 500ml,Bebidas,11.0,2.5,1.6,27.5
2024-11-11,P023,Jabon Dove 90g,Higiene,6.0,3.5,2.4,21.0
2024-11-11,P008,Mantequilla Laive 100g,Lacteos,3.0,4.2,3.0,12.6
2024-11-11,P025,Pasta Dental Colgate 75ml,Higiene,9.0,4.5,3.1,40.5
2024-11-11,P004,Fideos Don Vittorio 500g,Alimentos,17.0,2.8,1.9,47.6
2024-11-11,P005,Leche Gloria 400g,Lacteos,10.0,4.5,3.2,45.0
2024-11-11,P017,Galletas Casino 6u,Snacks,2.0,1.8,1.1,3.6
2024-11-11,P022,Shampoo Pantene 400ml,Higiene,4.0,14.0,10.0,56.0
2024-11-11,P013,Energizante Volt 473ml,Bebidas,2.0,3.5,2.4,7.0
2024-11-11,P014,Galletas Oreo 12u,Snacks,9.0,2.5,1.7,22.5
2024-11-11,P003,Azucar Rubia 1kg,Alimentos,14.0,3.2,2.3,44.8
2024-11-11,P019,Detergente Ariel 500g,Limpieza,4.0,8.5,6.2,34.0
2024-11-11,P010,Inca Kola 1.5L,Bebidas,24.0,5.5,3.8,132.0
2024-11-11,P001,Arroz Costeno 1kg,Alimentos,24.0,3.5,2.5,84.0
2024-11-11,P012,Cerveza Cristal 650ml,Bebidas,6.0,5.0,3.5,30.0
2024-11-11,P020,Lejia Clorox 1L,Limpieza,6.0,4.0,2.8,24.0
2024-11-11,P018,Chifles 50g,Snacks,2.0,1.5,0.9,3.0
2024-11-11,P002,Aceite Primor 1L,Alimentos,8.0,8.0,6.0,64.0
2024-11-11,P021,Jabon Bolivar 230g,Limpieza,2.0,2.5,1.6,5.0
2024-11-12,P023,Jabon Dove 90g,Higiene,8.0,3.5,2.4,28.0
2024-11-12,P001,Arroz Costeno 1kg,Alimentos,16.0,3.5,2.5,56.0
2024-11-12,P018,Chifles 50g,Snacks,1.0,1.5,0.9,1.5
2024-11-12,P022,Shampoo Pantene 400ml,Higiene,4.0,14.0,10.0,56.0
2024-11-12,P005,Leche Gloria 400g,Lacteos,16.0,4.5,3.2,72.0
2024-11-12,P024,Papel Higienico Elite 4u,Higiene,16.0,5.5,3.8,88.0
2024-11-12,P016,Chocolate Sublime,Snacks,7.0,1.5,0.9,10.5
2024-11-12,P010,Inca Kola 1.5L,Bebidas,10.0,5.5,3.8,55.0
2024-11-12,P014,Galletas Oreo 12u,Snacks,15.0,2.5,1.7,37.5
2024-11-12,P013,Energizante Volt 473ml,Bebidas,2.0,3.5,2.4,7.0
2024-11-12,P009,Coca Cola 500ml,Bebidas,24.0,2.5,1.6,60.0
2024-11-13,P002,Aceite Primor 1L,Alimentos,3.0,8.0,6.0,24.0
2024-11-13,P012,Cerveza Cristal 650ml,Bebidas,7.0,5.0,3.5,35.0
2024-11-13,P023,Jabon Dove 90g,Higiene,3.0,3.5,2.4,10.5
2024-11-13,P001,Arroz Costeno 1kg,Alimentos,12.0,3.5,2.5,42.0
2024-11-13,P011,Agua San Luis 625ml,Bebidas,22.0,1.5,0.9,33.0
2024-11-13,P024,Papel Higienico Elite 4u,Higiene,28.0,5.5,3.8,154.0
2024-11-13,P025,Pasta Dental Colgate 75ml,Higiene,3.0,4.5,3.1,13.5
2024-11-13,P009,Coca Cola 500ml,Bebidas,22.0,2.5,1.6,55.0
2024-11-13,P007,Queso Fresco 250g,Lacteos,1.0,5.0,3.6,5.0
2024-11-13,P016,Chocolate Sublime,Snacks,7.0,1.5,0.9,10.5
2024-11-13,P021,Jabon Bolivar 230g,Limpieza,4.0,2.5,1.6,10.0
2024-11-13,P008,Mantequilla Laive 100g,Lacteos,2.0,4.2,3.0,8.4
2024-11-13,P019,Detergente Ariel 500g,Limpieza,3.0,8.5,6.2,25.5
2024-11-13,P005,Leche Gloria 400g,Lacteos,22.0,4.5,3.2,99.0
2024-11-13,P006,Yogurt Laive 1L,Lacteos,9.0,7.5,5.5,67.5
2024-11-13,P018,Chifles 50g,Snacks,3.0,1.5,0.9,4.5
2024-11-13,P022,Shampoo Pantene 400ml,Higiene,3.0,14.0,10.0,42.0
2024-11-13,P004,Fideos Don Vittorio 500g,Alimentos,27.0,2.8,1.9,75.6
2024-11-13,P003,Azucar Rubia 1kg,Alimentos,24.0,3.2,2.3,76.8
2024-11-13,P017,Galletas Casino 6u,Snacks,2.0,1.8,1.1,3.6
2024-11-14,P011,Agua San Luis 625ml,Bebidas,27.0,1.5,0.9,40.5
2024-11-14,P010,Inca Kola 1.5L,Bebidas,13.0,5.5,3.8,71.5
2024-11-14,P021,Jabon Bolivar 230g,Limpieza,2.0,2.5,1.6,5.0
